100,20
200,27
300,48
400,60
500,82
600,115
700,117
800,130
900,107
1000,148
1100,130
1200,140
1300,162
1400,151
1500,162
1600,165
1700,202
1800,229
1900,217
2000,295
2100,252
2200,254
2300,226
2400,262
2500,261
2600,273
2700,321
2800,343
2900,274
3000,289
3100,373
3200,342
3300,368
3400,308
3500,303
3600,333
3700,327
3800,350
3900,379
4000,354
4100,363
4200,352
4300,363
4400,379
4500,377
4600,434
4700,393
4800,369
4900,408
5000,472
5100,459
5200,454
5300,694
5400,501
5500,548
5600,466
5700,440
5800,454
5900,447
6000,470
6100,537
6200,469
6300,499
6400,518
6500,490
6600,510
6700,467
6800,505
6900,480
7000,494
7100,558
7200,492
7300,549
7400,485
7500,567
7600,509
7700,510
7800,497
7900,794
8000,517
8100,508
8200,600
8300,593
8400,540
8500,535
8600,561
8700,648
8800,553
8900,607
9000,562
9100,583
9200,591
9300,603
9400,583
9500,622
9600,630
9700,594
9800,655
9900,722
10000,1233
10100,1213
10200,997
10300,1188
10400,1126
10500,1089
10600,1214
10700,1044
10800,1144
10900,1109
11000,970
11100,1044
11200,970
11300,1051
11400,1036
11500,1263
11600,1190
11700,1238
11800,1186
11900,1213
12000,758
12100,1028
12200,854
12300,941
12400,846
12500,803
12600,1152
12700,1307
12800,753
12900,1242
13000,1087
13100,1012
13200,1022
13300,1034
13400,935
13500,1002
13600,1056
13700,903
13800,932
13900,1194
14000,1154
14100,934
14200,875
14300,927
14400,1247
14500,991
14600,922
14700,969
14800,1064
14900,904
15000,921
15100,901
15200,915
15300,1003
15400,829
15500,1140
15600,961
15700,1048
15800,998
15900,1086
16000,841
16100,1014
16200,1016
16300,1104
16400,975
16500,883
16600,1011
16700,990
16800,910
16900,1019
17000,1054
17100,1024
17200,960
17300,1167
17400,1123
17500,1010
17600,966
17700,1029
17800,1103
17900,1121
18000,1126
18100,936
18200,1039
18300,990
18400,1049
18500,886
18600,1051
18700,1117
18800,1236
18900,985
19000,1040
19100,1103
19200,1134
19300,1206
19400,1072
19500,1123
19600,1017
19700,1170
19800,1228
19900,1121
20000,1140
20100,1090
20200,1182
20300,1133
20400,1218
20500,1372
20600,1100
20700,1132
20800,1055
20900,1212
21000,1151
21100,1237
21200,1225
21300,1162
21400,1308
21500,1128
21600,1405
21700,1452
21800,1088
21900,1151
22000,1239
22100,1128
22200,1080
22300,1308
22400,1169
22500,1272
