22600,1154
22700,1119
22800,1132
22900,1261
23000,1021
23100,1003
23200,1022
23300,1196
23400,1424
23500,1381
23600,1005
23700,1160
23800,1149
23900,1165
24000,1149
24100,1075
24200,1460
24300,1111
24400,1189
24500,1065
24600,1163
24700,1269
24800,1403
24900,1160
25000,1081
25100,1256
25200,1201
25300,1090
25400,1086
25500,1324
25600,1205
25700,1077
25800,1180
25900,1235
26000,1149
26100,1159
26200,1057
26300,1377
26400,1220
26500,1202
26600,1082
26700,1148
26800,1210
26900,1102
27000,1167
27100,1209
27200,1174
27300,1179
27400,1272
27500,1054
27600,971
27700,1121
27800,1105
27900,1228
28000,1168
28100,1064
28200,1187
28300,1185
28400,1068
28500,1193
28600,1198
28700,1093
28800,1025
28900,1179
29000,1257
29100,1010
29200,1186
29300,1152
29400,1121
29500,1299
29600,1336
29700,1368
29800,1749
29900,1318
30000,1230
30100,1301
30200,1231
30300,1243
30400,1334
30500,1306
30600,1372
30700,1297
30800,1534
30900,1308
31000,1293
31100,1281
31200,1404
31300,1134
31400,1398
31500,1334
31600,1413
31700,1379
31800,1295
31900,2106
32000,1336
32100,1381
32200,1483
32300,1299
32400,1670
32500,1495
32600,1360
32700,1397
32800,1397
32900,1429
33000,1565
33100,1826
33200,1465
33300,1209
33400,1791
33500,1712
33600,1331
33700,1372
33800,1568
33900,1758
34000,1497
34100,2350
34200,1843
34300,1543
34400,1465
34500,1277
34600,1483
34700,1393
34800,1572
34900,1356
35000,1300
35100,1325
35200,1171
35300,1694
35400,1580
35500,1723
35600,1429
35700,1499
35800,1380
35900,1438
36000,1938
36100,1307
36200,1325
36300,1583
36400,1403
36500,1391
36600,1327
36700,1447
36800,1209
36900,1061
37000,1337
37100,1659
37200,1199
37300,1279
37400,1322
37500,1379
37600,1403
37700,1329
37800,1402
37900,1150
38000,1434
38100,1421
38200,1494
38300,1410
38400,1450
38500,1343
38600,1369
38700,1609
38800,1104
38900,1234
39000,1437
39100,1428
39200,1343
39300,1227
39400,1344
39500,1069
39600,1406
39700,1300
39800,1342
39900,1323
40000,1266
40100,1492
40200,1394
40300,1456
40400,1117
40500,1252
40600,1441
40700,1373
40800,1303
40900,1504
41000,1383
41100,1372
41200,1403
41300,1414
41400,1848
41500,1622
41600,1462
41700,1358
41800,1602
41900,1468
42000,1387
42100,1108
42200,1416
42300,1474
42400,1202
42500,1344
42600,1522
42700,1277
42800,1301
42900,1346
43000,1654
43100,1415
43200,1471
43300,1539
43400,1521
43500,1291
43600,1206
43700,1438
43800,1561
43900,1113
44000,1655
44100,1530
44200,1431
44300,1286
44400,1297
44500,1358
44600,1553
44700,1569
44800,1282
44900,1797
45000,1416
45100,1539
45200,1351
45300,1404
45400,1296
45500,1303
45600,1216
45700,1172
45800,2020
45900,1568
46000,1751
46100,1670
46200,1332
46300,1132
46400,1649
46500,1569
46600,1451
46700,1408
46800,1506
46900,1460
47000,1460
47100,1274
47200,1545
47300,1477
47400,1618
47500,1179
47600,1391
47700,1525
47800,1558
47900,1420
48000,1089
48100,1505
48200,1468
48300,1727
48400,1465
48500,1295
48600,1429
48700,1460
48800,1568
48900,1804
49000,1402
49100,2002
49200,1495
49300,1334
49400,1362
49500,1265
49600,1431
49700,1358
49800,1360
49900,1520
50000,1607
