23900,2484
24000,2529
24100,2893
24200,2543
24300,2569
24400,2721
24500,2828
24600,2759
24700,2663
24800,2635
24900,2422
25000,2685
25100,2635
25200,2359
25300,3187
25400,2777
25500,2831
25600,3137
25700,2727
25800,3015
25900,3136
26000,2848
26100,2969
26200,3165
26300,3510
26400,3010
26500,2838
26600,3205
26700,2923
26800,3197
26900,2674
27000,3505
27100,2998
27200,3010
27300,3351
27400,3319
27500,3317
27600,3317
27700,3374
27800,3431
27900,3452
28000,3243
28100,2816
28200,3399
28300,3520
28400,3382
28500,3283
28600,3435
28700,3276
28800,3423
28900,3031
29000,3064
29100,3272
29200,3412
29300,3568
29400,3074
29500,3385
29600,3065
29700,2957
29800,3748
29900,3503
30000,3430
30100,3215
30200,2860
30300,2911
30400,2857
30500,3355
30600,2999
30700,3597
30800,3501
30900,3801
31000,3695
31100,4137
31200,3893
31300,3334
31400,3922
31500,3827
31600,3567
31700,2737
31800,3573
31900,3234
32000,3342
32100,3490
32200,3555
32300,3401
32400,2900
32500,3545
32600,3752
32700,3036
32800,3512
32900,3261
33000,3881
33100,3244
33200,2951
33300,3178
33400,2892
33500,3485
33600,3211
33700,3166
33800,3385
33900,3730
34000,3917
34100,4119
34200,3932
34300,3939
34400,3722
34500,3582
34600,3385
34700,4009
34800,3366
34900,3893
35000,3918
35100,4085
35200,4296
35300,3946
35400,3672
35500,3680
35600,3602
35700,3683
35800,3604
35900,3800
36000,2307
36100,3613
36200,3293
36300,3534
36400,2831
36500,2684
36600,3433
36700,3505
36800,3825
36900,3600
37000,3791
37100,3708
37200,3454
37300,4035
37400,3803
37500,3880
37600,3848
37700,3648
37800,3656
37900,3610
38000,3473
38100,3702
38200,4408
38300,4139
38400,4006
38500,4203
38600,3811
38700,3758
38800,4347
38900,3681
39000,3739
39100,3528
39200,3626
39300,3740
39400,4231
39500,3997
39600,3907
39700,3814
39800,3668
39900,3884
40000,4608
40100,3641
40200,3694
40300,3952
40400,3744
40500,4185
40600,4101
40700,3971
40800,3846
40900,3929
41000,3858
41100,3920
41200,4109
41300,3522
41400,4285
41500,4174
41600,3457
41700,3939
41800,3517
41900,4178
42000,3807
42100,2976
42200,3789
42300,3990
42400,3391
42500,3278
42600,3937
42700,4302
42800,3917
42900,4544
43000,3730
43100,4899
43200,4115
43300,4152
43400,4554
43500,4321
43600,4496
43700,3922
43800,4327
43900,4382
44000,4487
44100,3658
44200,4590
44300,4428
44400,3669
44500,3427
44600,4205
44700,3901
44800,4649
44900,4126
45000,4324
45100,3873
45200,4250
45300,5011
45400,4261
45500,4351
45600,3813
45700,4316
45800,4197
45900,4546
46000,4388
46100,4716
46200,3991
46300,4134
46400,4059
46500,5278
46600,4587
46700,4240
46800,4707
46900,4407
47000,4526
47100,4558
47200,4943
47300,4492
47400,4527
47500,4304
47600,4137
47700,4626
47800,4725
47900,4788
48000,5004
48100,4822
48200,5216
48300,4971
48400,5048
48500,4857
48600,5278
48700,4911
48800,5651
48900,5236
49000,5341
49100,5634
49200,5248
49300,5473
49400,5174
49500,5181
49600,5326
49700,4922
49800,5144
49900,5266
50000,5073
